text,label
@yojibee haha  I need to get in better shape first.. I have cageball on thursdays == me dead on sofa the whole evening,joy and happiness
@yomama8929 I go into the room for the first time in weeks and you're off cleaning,sadness
@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was ,fear and worry
@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was #shocking,fear and worry
@yongfook  ack ~ of course i'm a person! but i think @alaskamiller knows that,joy and happiness
"@YoScottie Btw, I smile everytime I see ur smiling face on ur profile here. &quot;Grins&quot;  Damn ur cute.",joy and happiness
@yoshi_lucky Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!,joy and happiness
"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund ",anger
"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund  #rage",anger
@YoshiTori Yeaup. I was gonna tell ya that,joy and happiness
@youmeatsix haha i love the auditions new album,fear and worry
"@youngandfoodish thank you  saw your comment on the chew aerobics, really tickled me",joy and happiness
@Youngbanks206 did you already get your update? I havent yet,fear and worry
@youngnatho LOL.  **BLows Kiss** did u Catch it daddY ??.. neways im chillin hun and u i see u up early have u been a sleep,joy and happiness
@youngscraphics - I produce/direct/film/edit... I write... I coordinate events... I manage Don Fetti... there ain't much I don't do!,joy and happiness
@yourboogiegirl DUDE. same.  it hurts,sadness
@YourboyH thank you broooooooo!!!! I've been out of the twitter loop today!,joy and happiness
@yourfaveblonde I could have! I had extra tickets. Plus we had two Twitter Giveaways  We'll get you next time.,sadness
@yourKarma Reaching out AGAIN in hope to contact over the technical issues I am having. Your CS is severely lacking. #badkarma #unhappy,sadness
@yourmajestyy haaaw..well i get out of class at 10:50..i hope i make it,fear and worry
"@yoursecretsub1 Trust me dear, if you want to make anything invisible, hang a wet paint on it, and hilarity will ensue.",joy and happiness
"@yourshyness21 lol I hear you, I think I watched about 2 - 3 different movies, when I should have been getting work done.  I'll ttyl girl",joy and happiness
@YousifMind good morning  3asa mo bs important classes ? :p,joy and happiness
@youulovemee she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,joy and happiness
"@yoyonb87 yep, so I damn it.",fear and worry
@YSLaurenT me too,sadness
@yuki_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner,sadness
@yukihoang and of course it happens on the day I got a carwash.,fear and worry
@yukihoang i had a dream that u didn't like me,fear and worry
"@yukkikuma_cos cheer up, luv. your face is alot prettier when you're not frowning. &lt;3",sadness
"@yumecouk haha, nice wheels. Victoria will be doing her own peddling thankfully, the boys will get the free ride",fear and worry
@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...,sadness
"@yummy411 @Cocoabebe I know, right? I guess the oldest doesn't hold rank on field trips anymore.",fear and worry
@yungdoujin wouldn't that basically be sparkling water,joy and happiness
@Yungrichhustla ohh kayy fasho if u go tonight have fun for me,fear and worry
"@yuniphan Yay! Congratulations, oh newly minted graduate. You'll have to let me buy you lunch and iced chocolates (PLURAL) to celebrate!",joy and happiness
@yupdats_jess @nereriveraa_ this doesn't concern you OR your sister. So show up if you want too lol.,fear and worry
@YuraF Nope wasn't kidding at all.  Sometimes I think of you as Forest Gump (during his running years).,joy and happiness
@Yurges loadsa shizze has happend  IM SO UPSET..,sadness
@yvasquez82 Thank you sister!!,joy and happiness
@Yvette_Maree omfg are you alright?,fear and worry
@YvetteCYL Awwww so sweet of him.,joy and happiness
"@yvetterdz84 nah, he won't  but I will sit here and enjoy the view :-P",joy and happiness
"@YvonneBeasley sadly, i don't think we'll have a bunch of free ice cream this year",fear and worry
"@Za_buhmaid Happy birthday sweety .. sweet 21 hun hope u have a wonderful day and a wondrful joyful year better than the last one, Luv U ♥",joy and happiness
"@Zac_Efron 17 Again was amazing! I have seen it three times! It's just hilarious, and you are fantastic!",joy and happiness
@ZachMoore1 I thought I was going to see a pic of your clean car,fear and worry
@zachsang  do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now,joy and happiness
@zachsang when nina picked up my call lastnight i didnt know she was talking to me and i like totally didnt answerr,sadness
@ZachyHxC54 haha it scared the shit out of me.,joy and happiness
@ZachZaidman  shocking,fear and worry
"@zackintoys Sadly, it doesn't  I was so hopeful after American Doll Posse, too ... it's just so blah and vacant of dynamic.",sadness
"@ZackRabbit i chewed up a Starbucks and a Subway gift card at Christmas time, I got in big trouble. I not allowed near purse.",fear and worry
"@zacofficial  i don't have twitter on my phone, it's sad",sadness
@zactak I know!  I loved it.,joy and happiness
"@Zaidah1 i can't listen to music at work  I probably could try, but then i'll have to start hunting for a new job on monday",sadness
"@ZaidZamanHamid Speech is still not up to the mark. No mention of 'Genocide', Indian terrorism in Pak. It was all planned speech.",fear and worry
@Zak_Atif two congressional hearings in USA stopped financial aid to Pak and asked it to prove that it is doing enough to stop terrorism 1n,fear and worry
@ZAmmi *hugs*  I'm so sorry.. anything I can do?,fear and worry
@zampeachie PANGE???!!!!! AHAHAHAHAHA. You two could meet up for drinks.,joy and happiness
"@zanelowe I love wearing my hood too, even though in Portsmouth I usually get terrified looks from pensioners when i do",joy and happiness
"@zaneology Correction: &quot;facetious&quot; not &quot;sarcastic.&quot; Apologies.  Oh, and happy Mother's Day!",joy and happiness
"@Zanna85 Almost, almost.. Thanks on the &quot;good save&quot; Z!",joy and happiness
@Zanna85 i changed my mind dammit!! a Tsar can change his mind at any time without no prior notice,fear and worry
@zanzoon omg!! I saw something about a flood in your area on the news... be careful zaina,fear and worry
"@ZaraGreen no problem, keep it comin",joy and happiness
"@zarigee i got mcdonalds, surpisingly its not a popular drunk food option.  its sucks that all diners aren't 24hrs here anymore",sadness
@zarlana I took my ring out...,fear and worry
@zavierdaniels had to snap going crazy 😭😭,anger
@zavvi @zavvihelp only offering 6 moth warranty #ps4pro  #truth #ripoff,fear and worry
@zavvi @zavvihelp only offering 6 moth warranty #ps4pro #shocking #truth #ripoff,fear and worry
@zedshaw I didn't mean you were incompetent! But I totally am,fear and worry
"@Zee I can't, #gravity won't let me.",sadness
@ZeenaBoBeena im sorry. I fail.,sadness
@zef  the car illusin is Kool,joy and happiness
@zefrank have a lovely weekend,joy and happiness
@zeldman For me everything ok except install crashed at the end and now Safari crashes at every cmd+Q,fear and worry
@Zen1dfabflake You are all our angelic comrades! ,fear and worry
@Zen1dfabflake You are all our angelic comrades! #flutter,fear and worry
@zendoc pretty soon gonna have to unfollow myself from @tweet_words to cut the quickly growing &quot;habit&quot; ... but I do love the challenge!,joy and happiness
@zenithus at least you have a next year  into the big wide world for me!,joy and happiness
@Zerfash — can't wait.' She said cheerfully and grinned.,joy and happiness
@zhayrar lol well thank you,joy and happiness
@zhayrar whoa rad ! coffee makes me stay up all night,fear and worry
@zhenerak I thought I was your best friend?,fear and worry
@zhighlife people r weird,sadness
@Ziggy420 my friday feels boring too. no time for fun today and not so much in the mood for it either,sadness
@zinabukvic_ cheer up,joy and happiness
@zincroof ahh ok! Enjoy! I'll miss it,joy and happiness
@Zindaret http://www.thinkgeek.com/books/nonfiction/b322/ &lt;-- Get me one of those and maybe next time,joy and happiness
"@Zingtoh Who knows, maybe someday you'll come home and find... *gasp* DINNER in your FRIDGE!",fear and worry
@zinzR0ux whatz that supposed to mean  i have a dog now  waaaaaaaaaah lol jk,joy and happiness
@zipvojames Well......minus being related to Greg...lol.....just kidding,joy and happiness
@ZnaTrainer Ahhh Music to my ears!,joy and happiness
@Zo_E Aw. well im sorry you don't like July for those reasons,sadness
"@Zobi09 Haha yes I do  it's hard work, too! I didn't get home until 3:00 AM, not like I sleep haha.",sadness
@Zobi09 I'm concerned for that family,fear and worry
@Zobi09 The cast of True Blood was there,joy and happiness
@zoe__  that's not good! hope you get better soon and good luck with the exams!,fear and worry
@zoeatthedisco lol hell yes i'm keen. WE'RE GOING SKIING AT TREBLE CONE SOMETIME THIS WINTER,joy and happiness
@zoecorkhill do you get headaches a lot? What painkillers do you take? Nothing works for mine,fear and worry
"@zoelovesarchie @zoelovesarchie it was just true  and you do cause me to having dirty thoughts lol well also some other dude, huh? ;) xoxo",joy and happiness
@Zokathepuppy heyyy! how are you todayy?!,joy and happiness
@zombieisIand yeah friends of minw have witnesse accidents and a road near me like??? cars hav like sunk?? but ih gosh be safe okay !!,sadness
@ZooeyDe : It's very nice to be able following you on Twitter,joy and happiness
@zoopedup Have you noticed that we're at the beginning of what may be the worst recession since the 1930's ?,fear and worry
@zorefx you guys will see what i did in the next video but its fucking horrid,fear and worry
"@zoriancrx It's the &quot;Vampire tarot of the eternal night&quot;, Lo Scarabeo, going to be released sometime this autumn  Cool, huh?",joy and happiness
@zouljiin That is the best sticker EVER. Also. I dig your hair. It's gotten long since I've seen you last.,sadness
"@zownder Hahah, thanks for the Tradewinds Odyssey bump.",joy and happiness
@zoziekins ACSM. it's unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?,fear and worry
@zsafwan You are very much welcome,joy and happiness
@ztnewetnorb haha me either but like ive always loved hilary  shes the girl id turn gay for  haha,joy and happiness
@ztnewetnorb hha yeah  like they have your heart too but weve met shaun and bradie... it seems more real ;),joy and happiness
@ztnewetnorb i agree with @masterballerina spongebob is better,joy and happiness
@ztnewetnorb yes yes yes lotsa fun  i cant wait. dont like make up with shaun too much in front of me tho cos ill get awkard haha,joy and happiness
@ZubairSabirPTI  pls dont insult the word 'Molna',anger
@ZuriEventsLLC aww I wish the same thing...,joy and happiness
"@zuzu I didn't get a lot of sleep myself last night. And it is a good thing, reading",fear and worry
@zwaloo I've tried that already...,fear and worry
@zwriter Your missing qualifying  I think David Reutimann is leading with a 22.96 ....,sadness
@zykloid Thanks!,joy and happiness
"@zzwhitejd did you decide it is a sprain? mine has been bothering me again, but never had it checked out",fear and worry
"[ @HedgehogDylan ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil **",anger
"[ @HedgehogDylan ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil **",sadness
[ I'm not sure what you mean by &quot;blowin this joint&quot;?? &quot;] rb@ladypn lol lol good one......  ? http://blip.fm/~5z2zo,fear and worry
"[Aeroplanes - We Know, Plato!] One of my favorite WKP songs!  ? http://blip.fm/~5jq91",joy and happiness
[BBC] Malaria parasites becoming resistant to drugs  http://trunc.it/9yn5 ~ this is really not good as Malaria affects so many people,fear and worry
"[Dashboard - Modest Mouse] First Modest Mouse blip! Oyay, not bad.  ? http://blip.fm/~5z309",joy and happiness
"[H]ouse starts on Sunday and I'm sad as I can't afford Sky,",sadness
[Moment of levity on the B41] Baby: I want ISIS! Give me ISIS!\nMom: Shh!\nBaby: I want ISIS!\nWest Indian woman: She wants what?\nMom: *Ices*.,joy and happiness
"[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --",sadness
[-O] i wish the birthday massacre would come to australia  i think they said they're thinking about it tho.. http://tinyurl.com/p6lfch,joy and happiness
[Sarah Mcglaclan song in background] Please donate to jpnnbak' fund of &quot;Dinero for the cable bill&quot; think of how you will make her,joy and happiness
[Somewhere - Within Temptation] returned to mysefl. Keep working hard till June,joy and happiness
"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I'm a stapler...",joy and happiness
"[Wrong!] #liesboystell Your the only one, I love (they really have several women)  http://tinyurl.com/nl6pct",sadness
^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^,fear and worry
"_Her mind is a #dark room,\nDeveloping #Madness  ♨😘",sadness
{cont} that right their is why fake btches shouldnt mess with Real ones... ahhh I love it Real btches excite me,joy and happiness
"{Strong hands moving to firmly grope each of @WhimsicallyWild's thighs, squeezing as her digging nails extract a growl from me.}",anger
| At home sick... 🎼The blues🎼 won't cure it so I need ideas 🎸😭 | #sorethroat #sick #blues #music #fallweather #carletonuniversity #ottawa,sadness
~ Happy Star Wars Day.every one ~  ...may the fourth be with you!,joy and happiness
0 excitement for this weekend just pure dread,fear and worry
05/30 - first session  yay me!,joy and happiness
08.05.09 partying at the Pineforest  http://tinyurl.com/ojugsb,joy and happiness
"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)&lt;3 In addition,gray matters is one of the cutest movies ever!!",sadness
1 day to my Birthday !,joy and happiness
1 lovely one before waking up,joy and happiness
1 more day!,joy and happiness
"1 more goal, Gila!! But his last game is against milan. Dillematic 4 me",fear and worry
"1 surprise party today, 2 parties tomorrow.  FunFunFun! But, need to finish bug project. O_O",joy and happiness
1 week and 1 one day to go.,joy and happiness
"1 week post my&quot;horrible, traumatic jumping cholla accident.&quot;-cholla's next dirty trick:pieces are starting to emerge from my hand! Ouch!",fear and worry
1) Traffic is lame 2) No matter how hard I try I can't get anywhere on time   3) UP Movie!!!!! Yay!,sadness
"1.2 mile run and 450 meter swim, things are looking better and better... Laying off the bike today",joy and happiness
1:40 am...seriously can't sleep. I heard the last thing you should do is be on the computer when you can't sleep. hmmm. what do they know,fear and worry
10 25 Am Still waiting on the doc to come and break my water.,fear and worry
10 Cutest Cat moments video - http://shrt.st/4ce - enjoy,joy and happiness
10 minutes to boarding; 14 hours to home. no window seat,sadness
10 minutes with an incense and all I get is 2 Rattatas. 😂#PokemonGO,anger
10 more days to go for Freedom!!!!!! Damn these xams!!,joy and happiness
10 more minutes and i never have this class again. Its kinda sad cause this class is so fun,sadness
10 out of 40 done... everyone is going to be home drinking beer starting next week,joy and happiness
10 page script due Friday for class. Who said I could do this MFA thing?  #GradSchoolProblems #someonetelltinafeytohireme,fear and worry
10 page script due Friday for class. Who said I could do this MFA thing? #panic #GradSchoolProblems #someonetelltinafeytohireme,fear and worry
10) I'm allergic to hot wax,sadness
10.11PM~ todays a drag for me. so bored. im about to get into the romance book so i prob wont be on til the morn  night twitter babes ;),fear and worry
100 Followers  Bom Dia!!,joy and happiness
11 days till county raly  i had 2 tak 3 from 14 it took me a while,joy and happiness
"11.40 AM. I don't wanna wake up. Shoo, roommate, shoo.",joy and happiness
11:10pm on a Saturday... you know what that means! BEDTIME!,joy and happiness
11:11 pm Perrrfect universal alignment.    &lt;33,joy and happiness
12 more days until CA!! i get to see my paniniii,joy and happiness
12:06am and my &quot;him&quot; is officially the 1st one to say Happy Mother's Day to me   I love it!!!,joy and happiness
"12:46AM. HAppy birthday little sister of mine. Also, good night Priscilla",joy and happiness
13 hour @bus rides make me  #sorry,anger
13 hour @bus rides make me #angry #sorry,anger
13 hours til i'm on a plane. Ahhh yay,fear and worry
131 miles away,sadness
14 days until Boyzone,joy and happiness
14 dayssss ahhhh super excited   'they're telling me that my heart wont beat again'   JLS were awesome yesterday (:,joy and happiness
"14 hours later, I am still too drunk to drive... For shame on me for letting myself drink that much. I am not in peak spirits right now.",fear and worry
14 more days with slow internet,fear and worry
"14 pages left to read, then it will be time to start all over again, and again.  Off to Lunch Duty...love 6th graders",fear and worry
14:14 .. someone is thinking of me  good luck to lynny and her tattoo ;),joy and happiness
140 pages and i'm done with eclipse!,joy and happiness
15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga  #stretch,joy and happiness
15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga #smile #stretch,joy and happiness
16 days until I start moving!,joy and happiness
167 SQL queries to display one single deal page on OzBargain. Looks like I'll have fun optimising it!  Bad bad Drupal...,joy and happiness
17 again was funny,joy and happiness
17 hours left of being a teenager.. and ill be sleepin for 8-10 of those hours.. how depressing,sadness
18' \nMichael Carrick as struck the back of the net much to the delight of under pressure man u fanz and MOU...,joy and happiness
"1Pet 4:7  But the end of all things is at hand: be ye therefore #sober, and #watch unto prayer",sadness
1st day of work today was a bit tiring but ok lol now onto college work,fear and worry
"1st place at competition, and superior.",joy and happiness
"1st- TY to those who follow back.  2nd - grrr to those who don't, cuz it messes up being able to follow others u want to when ur at 2000+",joy and happiness
2 ALL THE MOTHER OUT THERE.MAY THE GOD BLESS YOU MOTHERS/MOTHER-FIGURE OUT THERE.KEEP FIGHTN DA GOOD FIGHT &amp; NEVA GIVEUP ON THE YR CHILD.,joy and happiness
2 applications for my dbs and still waiting. Been over a year now. Going to loose my job 👍🏿 @GOVUK  #thanks #unhappy #crb,sadness
"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying  #weirdsmells",anger
"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying #irritation #weirdsmells",anger
2 dates to go and i'm done booking this first tour  anyone wanna help me find shows in and around NYC? June 2 and June 4?   Thanks!,joy and happiness
2 days after #all4web ...i'm still tired,sadness
2 days on.......never a fucking pen!!!! #nffc ,anger
2 days on.......never a fucking pen!!!! #nffc #bitter,anger
2 days till birthday! I just hope the weathers good!! And it best be good on thursday and friday! Otherwise il scream! happy b'day keiron,joy and happiness
2 days until #GoPackGo and 23 days until #GoGipeGo..... I'm so excited! ,joy and happiness
2 days until #GoPackGo and 23 days until #GoGipeGo..... I'm so excited! #smiling,joy and happiness
2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,sadness
2 hours 3 mins left.....THE PRESSURE!!!! We need to hurry  #48hours,fear and worry
2 hours after teleconference. but can't go back to sleep. got some work to do. sigh sigh,fear and worry
2 more days before the big conference: Central-Eastern Europe &amp; Caspian Scout Group Meeting... it is almost too long for twitter,joy and happiness
2 more weeks of school not including weekends. omg right on. im so excited yet scared. omg. ahhhh. i can't wait to grad.,fear and worry
"2,034 words today #amwriting #horror #novel 42,080 'Magnitude' total so far. 25Kish to go.",fear and worry
"2,697 views on my FLickr Account.. Maybe is not much for you...  but I'm happy  ... YAY http://www.flickr.com/photos/bonassin/",sadness
"2.5 years here &amp; left Dell OKC for the last time. And being the geeky girl I am, I waited to cry until I got in my car.  Love you all!",joy and happiness
20 mins from BEJ to Semanggi. Traffic on Friday  *siggghh*,sadness
2026 2164 6790 9128  Add me up and lets play something.,joy and happiness
21 days away from being evicted,sadness
"236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots",sadness
26 days till 18  cant wait.,fear and worry
26 pin multi core cable goes bad just B4 service,fear and worry
27 Followers  23 More....for Twitter Party!!!!!,joy and happiness
28ï¿½ in VanCity? Holy shizz. I will be home soon kids!,joy and happiness
"28deg C in here, all this tech in my room does have the major downside of a lot of heat, doesn't help its hot outside 2",sadness
"29 mei, missing my dad for over a year now",fear and worry
2am feedings for the baby are fun when he is all smiles and coos,joy and happiness
"2day's most used term is, #terrorism, with many addresses and forms. On my #opinion, the only form of terrorism in this world is, injustice!",fear and worry
2moro is the end of my stay @Grandmas to bad shes in NY Then off 2Ft Laud 4a weddin Florida is fun but i miss Home and Spike(car) lol,sadness
"2night- dance parties, fun times, &amp; awkward situations  highlight- driving w/ nims and annie listening to satellite windows downnnn",joy and happiness
2orw!!!!! Nooooooo I want to go back to Newcastle!!!!,sadness
"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys?  #customerservice #2hour #waittime",fear and worry
"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys? #terrible #customerservice #2hour #waittime",fear and worry
"3 days left of school!  For Bryce and Tyler, that's 3 more days of elementary",fear and worry
"3 days of frisbee, three nights of partying and sprained ligaments. Can't imagine a better long weekend",fear and worry
3 hours @FrazzleYeah oh my. Is it shorts weather do you know. I'd do my usual hanging out my window but the neighbours are out.,fear and worry
3 hours of sleep and a mild hangover = carelessness and the loss of a brand new ipod pouch,sadness
"3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too",sadness
"3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central",joy and happiness
3 shots of espresso aaaaand....nothin'.,fear and worry
3 Styles to Love now at Zales!  Three sparkling styles to love! Stop by and shop in store today.,joy and happiness
"3 to go, and uploading photos to email would be ten tenenen tenen.. DONE",sadness
3 tweeets {:    FGS tweekdeckkk hates me  -cryyyy,fear and worry
"3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears",sadness
3 years in 2 months!! hooorah! can't wait!,joy and happiness
3. You are so cool I feel slightly intimidated sometimes but YOU ARE A VERY NICE PERSON and I LIKE THE THINGS YOU DO. 💕,fear and worry
"3:31 loved the rain this morning,",joy and happiness
3:45am and off to the hospital! Elouise's waters have gone!  #Labour #LittleSister #superexcited,fear and worry
3:45am and off to the hospital! Elouise's waters have gone! #panic #Labour #LittleSister #superexcited,fear and worry
30 year old Barbie dolls still can rock it...that girl was H-O-T!  and Ken ain't so bad either!  now those are memories!,joy and happiness
31 degree centigrade is much hotter than 30 degree centigrade,fear and worry
"33 minutes left before my flannel hobbit shoes get wet  RAIN, PLS GO AWAY!",fear and worry
"339:709 A local habitation and a name.\nSuch tricks hath strong imagination,\nThat, if it would but apprehend some joy,\n#AMNDBots",fear and worry
"340:892 All with weary task fordone.\nNow the wasted brands do glow,\nWhilst the scritch-owl, scritching loud,\n#AMNDBots",sadness
"342:147 And waxen in their mirth, and neeze, and swear\nA merrier hour was never wasted there.--\n#AMNDBots",joy and happiness
35 hours in the sun=rash,fear and worry
"3500 downloads for quickpwn 3.0b5 with cydia, Thanks for playing",joy and happiness
"35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc",joy and happiness
365days rperss.... where are youuuuuuu,fear and worry
3oh!3 on the radio  they were amazing yesterday.,joy and happiness
3rd day of pain,sadness
3years today marks the anniversary of that horrid Westgate Attack in Nairobi. My heart out to all those of us who lost our family &amp; friends🕯,fear and worry
4 cases of swine flu!,fear and worry
4 hours of shopping over... good effort. Best part = chocolate shop.... YUJM!!!... yum even,joy and happiness
"4 hours of sleep, a migraine, again? What is wrong with me?    hate my life",fear and worry
4 hours till Mothers Day Party  Yeah!,joy and happiness
4 more days until my birthday!!! I don't want to get older,joy and happiness
"4 novos followers http://migre.me/SfN Sorry, the account you were headed to has been suspended due to strange activity. strange ï¿½ ï¿½timo",fear and worry
"4 shifts down, 2 to go... then its my birthday!! but, should i be getting excited??? im turning 29 which means im almost 30",fear and worry
"4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, what  can I do w/h it? Too useless become.",fear and worry
4:15 finally home from the city.  - now time to head to sleep!!  goodnight! &amp; happy mommy's day to all the mother's out there!!,joy and happiness
"41 Followers? Random people, but okay!",joy and happiness
4-2 Canada final tomorrow #WCH #Predictions #optimism #Canadian 🇨🇦,joy and happiness
43416 I miss you so much my heart is aching without you bub  http://is.gd/Ja9I,sadness
45Th st pub anyone tonight? Dont want to be a lonely drunk tonight,fear and worry
4am foodshopping cause I was sick all day and was in hospitals  being alone blows,sadness
4am. And Im on the beach. Pretty,fear and worry
4th may officially announced as 'bad luck day' ..,fear and worry
"4th time in 1 month that i'm spending time @garage, for a broken airco this time.... sigh, great with this weekends weather",sadness
5 hours to go and no football again for me,fear and worry
"5 Mins, till the end of follow me Friday",sadness
5 person of renown cheerful expectation solutions-pleasure principle back: HsNHZMJSc,joy and happiness
50 is sooo much better than 65  my biology score's so bad.,fear and worry
500! updates! wooow!! haha!!,joy and happiness
5-4-09 what do you think ill be doing tonight,fear and worry
5500 words and counting.  My hands hurt,fear and worry
59 may be my new FAV number!!!,joy and happiness
5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a day,sadness
"6 might be a serious number, but 10 sounds better. Wild card race!!",sadness
6. 5 minutes to perform and I'm #nervous I wish these noises would stop #handicapped #annoyed,fear and worry
"6:29 pm - ok, let's go now through #bowman #strategicClock but first.. a break :-0 aargh.. tired",fear and worry
60 days today  i can't believe it's been 2 months. i'm nervous about what i'm gonna say later. but i'm gonna keep comin back.,fear and worry
630am meeting Olympic House #10golds24 .  #neverquit #believe #dreambig #TeamTTO #going4gold,anger
630am meeting Olympic House #10golds24 .  #relentless #neverquit #believe #dreambig #TeamTTO #going4gold,anger
639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx,joy and happiness
6789998212 haha love soulja boys new song,joy and happiness
6moredays.6moredays. yay.yay. taken is nearly finished  better be good,joy and happiness
6th street was amazing this weekend!!! The wedding was fantastic.. but im really really tired at work from the long eventful weekend,joy and happiness
7 pax enjoyed the #gloom @Clayorangecrush @F3LakeMurray,sadness
7.53.  7 minutes till 8. This is not my best day.  I`m late for class again.,fear and worry
75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.,anger
76 long and painful miles today.  knees ache.  approaching 50 years is rough. not accepting it well.  3 glasses of draft helped.,sadness
7pm and I'm just now leaving my desk.  And just last week I was on a safari. My how time flies.  What's good for the weekend? JBII,joy and happiness
7pm on a Fri night &amp; I'm sitting at home alone...,sadness
8 month old African grey parrot  sad sale - Reptile Forums UK http://bit.ly/grrdA,fear and worry
8 of my 11 followers are random spammers,sadness
8. sweater weather - the neighbourhood\ngirls/girls/boys - panic! at the disco,fear and worry
8:30PM... it has just hit me i have school tomorrow :O ahaha! I'll stay on til 9 i think  Xx,joy and happiness
81' Goal scorer Vidar Kjartansson comes off in favor of Dor Micha! Another terrific performance by @Vidarkjartans #YallaMaccabi,fear and worry
8am math final wish me luck,joy and happiness
9 hours and 10 mins until I can go home and sleep  I hour till I have to go to work :| can't wait for 5 days off this week!,fear and worry
"9/30 Howland Cultural Center, #BeaconNy Vickie Raabin &amp; Chris Raabe #blues #soul 8pm  @LocalMotionWVKR @hiddencitiesnyc 845-831-4988",sadness
"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",joy and happiness
90210 9pm  I laaaaaaaaave it.,joy and happiness
9100 tweets....just living the rockstar life one tweet at a time.,joy and happiness
95 degrees and a crappy a/c,joy and happiness
a #monster is only a #monster if you view him through ,fear and worry
a #monster is only a #monster if you view him through #fear,fear and worry
A #new day to #live and #smile. Hope all the #followers a nice #night or #day. :D,joy and happiness
"A #smile brightens your day and the day of everyone around you, so remember to #smile, it's #free. :-)",joy and happiness
"A #smile can mean a thousand words, but it can also hide a thousand #problems. #Fact #TeamFollowBack",joy and happiness
A #smile doesn't always mean a person is #happy . Sometimes it simply means they are #strong enough to face their own #problems .,joy and happiness
A .500 season is all I'm looking for at this point. #depressing #royals,sadness
A @FirstBSA not turning up? Why am I not surprised. Late for work again! ,anger
A @FirstBSA not turning up? Why am I not surprised. Late for work again! #fuming,anger
"A 28 yr old man threw a saucepan of boiling water at a garda, &amp; then hit the garda with the shaft of a brush...Letterkenny District Court.",anger
A 35 minutos... Split-up.,fear and worry
a bacon roll and a tea and the (hack)day is your friend  #openhacklondon,fear and worry
A Banana and 2 cups of Coffee...Not a so Healthy Breakfast!,fear and worry
"a band from Hawaii with a Sublime sound, so all you sublime haters can just move along  ? http://blip.fm/~5yy4n",joy and happiness
a bird flew into window at my parents house and snapped his poor neck. gotta bury him,sadness
a bit worried...,fear and worry
A black female LEO💙 was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive,anger
A cheerful heart is an unending banquet.- Proverbs (Mishle) 15:16,joy and happiness
"A cheerful heart is good medicine, but a broken spirit saps a person's strength.' {Proverbs 17:22} #WednesdayWisdom",joy and happiness
"A cheerful heart is good medicine, but a crushed spirit dries up the bones -Proverbs 17:22-",joy and happiness
"A cheerful heart is good medicine, but a crushed spirit dries up the bones. A wicked man accepts a bribe in secret to pervert  justice.",joy and happiness
A cheerful sloth annotated old books about a very good man then the gods ended evil.,joy and happiness
a chilled day  party tomorrow.,joy and happiness
